"","A1-30_1","A1-30_2","A1-30_3","A1-22_1","A1-22_2","A1-22_3","WT-30_1","WT-30_2","WT-30_3","WT-22_1","WT-22_2","WT-22_3"
"P06684|CO5_MOUSE",14.8549839130341,13.016330211309,15.312621109878,14.4185324408713,14.668300543395,12.609707090785,12.6466856041376,14.7947823829297,14.7456511646537,15.1891869085857,14.4920578393,12.5014738784997
"P06728|APOA4_MOUSE",18.639043991468,19.385146199224,18.414045988229,18.9815635471767,17.8125901005589,18.1517839956773,19.4322282830434,19.1756608924732,19.1742805726421,18.5017790017658,18.7567912364863,18.8433351195435
"P06745|G6PI_MOUSE",20.2912991008785,20.696745313173,20.3989439479887,20.781476902121,20.7877873261021,19.3843942265022,20.6069661260093,20.7293132957575,19.6819136933074,20.7285852836318,20.3354001688532,20.5310688071756
"P06801|MAOX_MOUSE",18.6473561120035,19.9929059826766,17.8871768159836,20.3439206630384,19.6460919370377,17.7743004951524,19.0748083710236,17.6450110105952,18.2027393906109,19.7684327965354,19.5660430718985,19.8067744277197
"P06837|NEUM_MOUSE",14.6629855711286,14.2561071625169,13.855130393238,15.5324325146789,14.0311388486745,12.4299103937366,14.1818752871236,13.8724491289248,13.6332938349942,13.4099366171899,14.4957179568538,13.8799548833275
"P06909|CFAH_MOUSE",19.8540228672774,17.1643327544327,15.4754428871033,19.7902292579366,20.3146872333778,18.5349884070723,14.9671267188125,15.7221198195906,14.4939589954116,16.8209604308084,14.4512272132496,16.0565329381211
"P07091|S10A4_MOUSE",14.0573651444372,14.6677088259245,14.2437531919757,13.9760053736377,13.8975733182449,13.3600004181284,12.9679722030434,13.6929581555542,12.5627815927508,13.2630614091504,13.6539249098284,13.9787458468807
"P07309|TTHY_MOUSE",19.4024453419986,19.8936602992765,19.6103520885707,19.7955716225027,19.6589606285437,18.7661867572181,19.2368485320318,19.8468973885933,19.2290041813512,18.9441840947946,19.9067985016924,19.1950753804317
"P07310|KCRM_MOUSE",19.8127750553419,19.4019121771254,21.0045342410831,23.9302855332473,19.8534911754995,25.9130310030157,19.9199861214912,19.4644370639156,18.1659497113884,21.8831418177609,20.9464533484784,21.3435019471112
"P07350|IFNA6_MOUSE",16.4243945465379,14.2048297822249,15.8095624596814,14.1403890491496,15.2341352073218,15.1207110827705,14.2226934881042,14.3592699650244,15.4859238755703,10.0141561311006,11.1039317965607,12.7236575317624
"P07356|ANXA2_MOUSE",20.2492934588473,21.1164320453972,21.0595351160264,21.1387092747921,20.7003481887168,19.8886991092022,19.9993608534638,20.0511206341173,20.5951146736843,20.0861315589896,20.6586213603253,20.044004489564
"P07724|ALBU_MOUSE",25.9298519135,25.8477659153637,26.0879334708774,26.8754713347694,25.7082902566611,24.0039537898571,25.724798390887,25.9460046545323,25.3636234706418,25.2144707633106,25.9663567934793,25.5473889199935
"P07744|K2C4_MOUSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5813341913131,15.6594989330451,10.5620898105184
"P07759|SPA3K_MOUSE",20.6762882027342,19.3603229492071,18.4747382430634,19.6492051901813,20.7747772488607,18.3111731193829,21.1170848935799,20.1573334880038,19.8524943669361,20.5974778346056,20.6784950923434,18.4625560707122
"P07901|HS90A_MOUSE",19.5455423923667,20.1487342542124,21.6958675001245,20.0201282564457,20.7129320600818,18.5787550383225,20.8199179683772,19.358011665003,20.418702948706,20.3418693994965,20.3765870978895,20.1927171024787
"P07934|PHKG1_MOUSE",19.4995363279751,19.4867458714398,18.7824996888569,14.9766583161549,18.9272832642697,19.1106856750365,18.3880879379898,18.4299840734333,18.7549126791847,18.2067951282317,18.1637292688905,16.5577958864859
"P08003|PDIA4_MOUSE",17.7197366040445,18.4490658837887,18.6959546429986,18.3913736664766,18.7232141988717,16.5946911218177,17.5415346827309,17.3212509682667,17.6834620099229,18.4214231920696,17.7119813459607,17.8164155852225
"P08032|SPTA1_MOUSE",20.2436902486222,19.7740445357697,19.9686631936522,19.5001741347831,19.97544973253,19.0763993950602,21.0700489914128,19.8501500505536,19.9888146835489,19.8184486785765,20.676021533488,17.0257372802946
"P08113|ENPL_MOUSE",21.3065003681298,20.6813360520531,19.8458066317808,20.6162986333778,18.879352306117,19.7940213889618,19.8565287213527,20.8017276963812,20.3114029812272,19.6115004597392,20.1554397369268,20.5483263634342
"P08121|CO3A1_MOUSE",19.65269672651,18.3477459243517,18.6189532452119,18.7758463556476,20.0918317816655,16.8141027561468,20.6664923156608,19.851574536878,17.0874790018637,17.5138565674448,20.9570442819187,20.520516823145
"P08122|CO4A2_MOUSE",19.4561092187437,18.4162386900199,17.8266529393773,18.3148802349878,17.7076871822493,17.6211611598461,18.7272492852453,18.2230272848172,18.2481369767264,17.518215385101,19.9594334578966,18.5977717144949
"P08207|S10AA_MOUSE",16.8260875789634,17.7229517134375,15.0667095538714,17.9868118775375,17.1100896103007,15.1909955012929,16.7450455811753,17.3803657695262,12.8504014675047,16.5505511065986,16.8501475166363,14.0072495601002
"P08226|APOE_MOUSE",18.5228469244809,17.8299066521173,17.3727181719183,16.8037363542056,18.7198684963879,19.5909994224131,18.655344979865,19.1911401054645,18.1760977957045,17.9139998208621,15.2485116362453,18.8060847970219
"P08228|SODC_MOUSE",21.5115524049464,21.8144783410063,21.7192271999352,21.6066474766602,21.6754178368064,19.5166959125808,21.8757553498403,22.1086830110843,21.6287619920959,21.5180160409832,21.4924720399351,21.9480153246985
"P08249|MDHM_MOUSE",23.3529313840494,23.5705506128764,23.8703056386583,23.4887462998498,23.9713633980705,21.9757328884079,24.8352159987332,24.0389675359736,24.2532988571614,23.8183831377333,24.3602065167898,23.6398745716776
"P08553|NFM_MOUSE",14.2513142688583,13.7981248564392,14.3040533678115,13.381758555256,14.6718852800148,12.1535048488556,16.3060041756316,17.0836449036519,14.5105888881163,15.7772788975143,14.0674187303551,16.1272844425718
"P08556|RASN_MOUSE",14.7795813774968,14.7430381793536,13.0955377907836,13.4763529526732,14.4476987076551,14.6108486583045,12.9048038292619,10.9257401609977,14.2875871481848,15.029655188075,14.2661438010289,14.0231423600548
"P08752|GNAI2_MOUSE",17.7517345561073,18.1144153222737,18.3351880372844,16.8135014415575,17.7564522732527,14.950647019425,17.201317976713,17.685106907829,18.0722489222101,17.7886500293723,19.4829077859926,17.2283824347142
"P08775|RPB1_MOUSE",12.226477010248,11.469032612903,9.56389599553618,NA,NA,NA,12.3360504153188,12.0405888813924,13.330488546546,12.9441818409009,10.8429112038732,12.4074987044504
"P09041|PGK2_MOUSE",16.9395647523997,16.3227766965924,14.2406495893537,16.0755925867866,16.6386621658597,17.7791541529828,15.1828289510343,16.8142289583091,16.9105077056949,16.3879171881753,19.7580751606512,17.6726332751886
"P09055|ITB1_MOUSE",17.8963901772586,17.7704272910396,17.9297136874143,17.7096276024207,17.5796649297356,17.2145346588826,18.0060592087397,18.0226411102247,18.3560733816107,17.2448108912942,18.1902454733065,17.9103739566428
"P09103|PDIA1_MOUSE",20.071607695281,21.1539736451016,19.9688849987158,18.7744791957152,19.7503878878459,18.5940376956992,20.4046777875317,20.8106014437379,20.8905874374364,19.966204070382,20.0078110440036,19.131902666926
"P09405|NUCL_MOUSE",16.7545734699627,17.7612561811122,17.1836099898791,19.6866767976296,17.5850397670174,17.3694612863872,17.7934242312635,17.1388848273041,17.4093676479611,19.5453783621197,17.5386737257673,19.4981497564497
"P09411|PGK1_MOUSE",22.0640610192686,21.778522671775,21.1418172723177,21.7663596630046,21.2820878809873,21.3893056265586,21.8630712309555,21.3510219752534,21.3454114735074,21.2679799371314,21.9345013985283,21.6955575312027
"P09528|FRIH_MOUSE",19.8988153975876,19.8098153784597,19.697688422022,19.88156867548,21.2746268048719,16.8015708265471,19.2411259319123,19.6250944397566,20.3699881169709,18.8931879269533,19.5879375286056,21.3206348663158
"P09542|MYL3_MOUSE",17.1982211377604,17.7470916667539,16.5336948926083,18.5779689335415,16.7523379661933,18.5198678743918,17.6152288805797,17.3609949288465,17.378718368628,18.3432708315279,15.5577225162522,17.2143428391559
"P09671|SODM_MOUSE",21.8656273743163,21.6989907380649,21.3866884869969,20.8923612291771,21.9659470717784,19.3182499708616,23.0571459475177,23.1078263873076,22.010894962675,21.8370079689457,22.6425207663929,22.4065255241812
"P09813|APOA2_MOUSE",18.9641826243329,19.7760628522495,18.8595503158474,19.3891328145701,18.6618351476632,16.9383520758182,19.2514315559072,19.2936860523785,18.7487496436483,19.2698875487006,18.5896786839042,19.0066015547244
"P09925|SURF1_MOUSE",17.7945290801631,15.5804838237759,17.4179910070941,17.1365448053694,16.9568568129101,16.6078682473741,16.9814779133814,17.3760561838474,16.7152962413359,17.3389965072561,16.5185515819906,18.7655819457236
"P0CG49|UBB_MOUSE",16.4146824283622,16.0307637666831,15.9389440389392,16.886373430898,17.0221141919992,16.2047203347377,15.6945370702235,15.7485030585784,15.6535708983043,16.2764933942391,16.9007676523008,17.0267182684072
"P0CG50|UBC_MOUSE",16.4146824283622,16.0307637666831,15.9389440389392,16.886373430898,17.0221141919992,16.2047203347377,15.6945370702235,15.7485030585784,15.6535708983043,16.2764933942391,16.9007676523008,17.0267182684072
"P0CL69|ZN703_MOUSE",9.50997724451754,10.3346160941792,8.91728017374236,9.01355633340903,11.6485653166042,8.31798152944484,11.0415717523311,11.1124022985841,10.3142129786728,8.58755184205069,11.6276173249146,10.7852716499478
"P0CW02|LY6C1_MOUSE",15.4359057213221,15.8162061858592,15.7887742727382,15.1628765516337,15.7359680956451,11.5180436431733,14.5912228253607,14.5392749104224,14.4069660867385,15.8408954229386,15.5245149335975,15.4005323927741
"P0DJE0|PT100_MOUSE",14.4790350453849,14.4853027270141,13.7262986380092,13.6431310533109,14.4692723845634,12.3464297951253,14.2211553204947,12.7681522691267,13.0385078586272,12.8559742656883,13.4960433442464,13.3240843262291
"P0DMR5|TDPZ1_MOUSE",13.7996314245625,17.2486688397231,12.3968482421825,17.5251647405172,17.0816903279969,19.0207041025524,16.7720762445663,17.8705425047047,17.5202754441605,17.4336993696592,17.20349464352,14.4580373047411
"P0DMR6|TDP1L_MOUSE",13.7996314245625,17.2486688397231,12.3968482421825,17.5251647405172,17.0816903279969,19.0207041025524,16.7720762445663,17.8705425047047,17.5202754441605,17.4336993696592,17.20349464352,14.4580373047411
"P0DN34|NDUB1_MOUSE",18.216562336699,19.3324105257804,18.3116879235879,17.5278954100266,18.5310421466302,16.2018566616963,17.9931639608401,18.486332881339,18.4801468424562,17.5050109628921,18.1521584088078,18.341837591663
"P0DP26|CALM1_MOUSE",19.4437640980591,19.9268150012626,19.674212099272,20.4691468352541,19.579481789356,19.1833549103993,19.8238285517731,19.6703639672801,18.4748343158752,19.585550790737,20.1186824589064,19.1385140525095
"P0DP27|CALM2_MOUSE",19.4437640980591,19.9268150012626,19.674212099272,20.4691468352541,19.579481789356,19.1833549103993,19.8238285517731,19.6703639672801,18.4748343158752,19.585550790737,20.1186824589064,19.1385140525095
"P0DP28|CALM3_MOUSE",19.4437640980591,19.9268150012626,19.674212099272,20.4691468352541,19.579481789356,19.1833549103993,19.8238285517731,19.6703639672801,18.4748343158752,19.585550790737,20.1186824589064,19.1385140525095
"P10107|ANXA1_MOUSE",18.0141255467303,18.9751069605059,18.5529002781951,18.6887910135079,17.9456130065951,21.2897683322879,19.3951371464212,19.1030835060749,19.1877936405457,19.6624607395386,19.5444303922466,18.1714812697391
"P10126|EF1A1_MOUSE",22.4971516105969,21.9167631231434,22.0242354042204,21.4097117836643,21.4198546621058,17.150178153119,22.7108003391796,22.0445765553576,21.2861295062502,21.1323486042276,21.5741867419639,21.0430957229154
"P10493|NID1_MOUSE",19.2966335068577,20.2692152738631,19.713852889373,19.314605923388,19.0426384599312,19.4889641503661,19.3518337491019,18.1388370423468,19.5815850487661,19.5584593916027,19.5396140505097,20.0655181648843
"P10518|HEM2_MOUSE",16.1321797869721,16.6922853820587,16.1097333425221,16.6252700612298,16.9797311951882,15.8052182052121,16.9480972485857,16.560813960848,17.072699343665,16.6459426432525,15.4481053328303,17.045201865602
"P10605|CATB_MOUSE",19.7227867896115,19.213758542566,19.8411039883571,20.8467919134173,19.3310611281558,23.8778494293002,19.9174003442552,19.3571622758732,19.4986271956234,20.3781282362176,19.9238109367297,19.3383118931055
"P10630|IF4A2_MOUSE",18.3038857863058,16.6348367110876,15.5804841182055,17.0647378185272,17.2118373553206,15.6863883594114,18.9681406584594,17.980408607144,17.8351615917351,16.594356098379,17.5508409331907,16.4058109214973
"P10639|THIO_MOUSE",17.6068794733635,19.7049113152384,19.6318000804499,19.5386629661301,18.6940154976527,18.6872256455222,19.162157971508,19.6715056498719,19.6939415395423,19.6800194973268,19.3733853813118,19.2804927043475
"P10649|GSTM1_MOUSE",18.8036553899976,19.1584123079886,19.1490158286775,19.2161675087498,19.3930407609615,19.9650513954313,18.3572555935319,19.2269858394023,19.2808925132266,18.6466880789093,18.9809721121106,19.3538028619724
"P10711|TCEA1_MOUSE",14.3474256558705,14.5848460284513,14.5022006733841,13.7120230868825,13.9418779626807,12.5154434759947,14.1345093466,13.9102513697826,14.1018121537779,13.7797257664232,15.4535949338234,12.8264751987458
"P10833|RRAS_MOUSE",17.0119928723693,18.0536818314161,17.7682611649577,16.8308943251053,16.7786439086084,14.5441586064844,16.4835534967536,16.6459989159869,16.221609021306,17.6445470808783,16.1228641830327,16.6851368238492
"P10852|4F2_MOUSE",16.6949531645072,15.5111642773719,16.369982879001,14.8986364341142,15.298482982161,14.2907593776156,15.5874443995223,17.0645284830299,18.0793976961523,15.0778311372959,15.4086435379271,14.0395262127843
"P10922|H10_MOUSE",20.40060961851,20.6464615001825,20.343698201452,20.2761670119599,20.5618933296402,18.161024582488,20.4048122708781,20.3278747322455,20.1664975460281,20.2452409545586,20.771648725618,20.2646249415443
"P11087|CO1A1_MOUSE",18.3991183015159,18.924964341773,18.9873756633758,18.8684839614837,18.4702413318605,18.8073697026623,20.2411942626806,19.6806158640101,20.3205208383371,19.5214533142847,19.4330195362536,19.3754412462099
"P11103|PARP1_MOUSE",10.0563559218024,13.4196793778474,13.1123513719738,14.2143101252042,9.67373660828795,13.7286663842679,11.5182222496802,12.1099430521929,13.3438669198086,12.4161353137113,10.8733715145204,12.3493038636304
"P11152|LIPL_MOUSE",17.3087792274509,18.0288182964495,17.3643795530492,16.7990650390909,16.2389061581449,18.0812740735886,17.3505522373201,18.4396697208026,17.7926644265785,17.268888907886,18.483488863891,17.5510214724123
"P11247|PERM_MOUSE",15.0124678485075,15.4093360384253,19.9869302836209,17.7115031071797,16.2632015174295,14.9297387646038,15.7377886746775,14.8602479512976,15.7614945124721,16.5550432194655,16.8261080048208,15.9123072629189
"P11276|FINC_MOUSE",17.7539732656576,17.3207638888468,14.97632671253,17.7809726033184,17.3351986816844,18.4968338871539,16.6793659411941,17.6473659502468,17.5178901793551,14.5372583265228,17.426646412909,17.592897227443
"P11352|GPX1_MOUSE",16.8507735336634,18.1016259079218,16.8466183078036,18.572105394764,17.1703298025074,19.0149686604452,17.2608737873354,17.264407687024,17.4102479447253,17.990374078162,17.598993871435,17.3632498025785
"P11404|FABPH_MOUSE",22.4841546758686,22.319585027811,21.9939893607098,22.8074703915021,22.6466035335229,24.2153393988029,22.6089038356711,22.7326198989898,21.6780135588185,22.7644132264687,23.0636187404075,22.9083583512576
"P11438|LAMP1_MOUSE",17.8099505889594,18.4068722271336,12.9197579374462,15.5608594173321,16.2087201800017,12.8883249322468,15.329361684691,15.3324658863091,14.970448049603,18.3822726814749,12.1440186379648,16.0965996601514
"P11499|HS90B_MOUSE",20.8835764300966,20.8281992547933,20.930792623569,21.1693525296148,21.2094933468579,20.5665059991271,20.9396180943395,20.8537449484314,20.7408578785206,21.129468864168,21.1414648133381,21.164727737191
"P11531|DMD_MOUSE",16.3386882339123,17.0037496830386,16.9714724233083,14.964289148631,16.1338657671494,17.464076884413,16.4109112299965,16.6060749235824,16.8247246017105,16.6145938223405,16.3665131264544,16.487871900103
"P11588|MUP1_MOUSE",14.3215620913975,15.0490653175518,14.9900199105917,16.898871536796,15.7777083212071,14.7937399524441,11.6595777801984,14.4535279962871,14.1716898766601,14.8694701756118,14.5216906053461,14.6226857199266
"P11589|MUP2_MOUSE",14.3215620913975,15.0490653175518,14.9900199105917,16.898871536796,15.7777083212071,14.7937399524441,11.6595777801984,14.4535279962871,14.1716898766601,14.8694701756118,14.5216906053461,14.6226857199266
"P11591|MUP5_MOUSE",14.3215620913975,15.0490653175518,14.9900199105917,16.898871536796,15.7777083212071,14.7937399524441,11.6595777801984,14.4535279962871,14.1716898766601,14.8694701756118,14.5216906053461,14.6226857199266
"P11672|NGAL_MOUSE",12.1949839502294,16.8904515140309,17.6074938792754,14.2153411231065,17.0635186362549,13.3133290499581,17.1285361162443,15.9688073033377,18.1754767474323,12.3913777280485,15.9522248016858,15.1872185543192
"P11679|K2C8_MOUSE",17.1118211462234,16.012396262848,15.3151403613657,17.1662004561564,17.2853206639717,17.5114888406417,16.8998569524437,16.9960204238036,15.42982672538,17.3485622769457,18.1830543642024,16.9846160503404
"P11798|KCC2A_MOUSE",12.8291204427402,12.6060394028767,12.7543629479255,12.5284697390624,12.8036035705199,15.5866073128833,12.8721399644464,12.6356602209427,13.6346901400019,13.4673155300612,12.4811293813293,12.9155301252108
"P11859|ANGT_MOUSE",12.7694858855708,12.8655162704152,12.0555785033619,12.6866076967101,12.2291375509728,12.7449255445421,9.94807369797704,10.3212477263135,11.1756348452209,10.7980202263387,11.4589889056483,12.0589988216778
"P11881|ITPR1_MOUSE",13.8134578510347,12.7921983344757,11.8652117266081,14.8319378891156,14.0413963217698,11.5058997104107,13.5790992813221,13.4345834033228,13.3962405831481,12.9069894769424,13.0178888597723,13.0447349431242
"P11930|NUD19_MOUSE",15.2181368879929,12.920487962169,13.8280493881764,14.9102452788205,15.1874419295165,12.5125980130882,13.6607680804121,17.7053712397043,11.5167927781174,15.0502827387177,14.6379178898589,14.3897694587347
"P11983|TCPA_MOUSE",17.4459284498945,18.9426745133747,17.4338352897579,18.188371521081,18.3863466883047,23.8061541801615,18.2611099899789,16.9367637552936,17.9050972075498,18.4193651573595,20.6017527466287,18.6175186899308
"P12242|UCP1_MOUSE",21.0053459666165,20.6260440823302,19.6994452670755,21.7763245107228,22.7093406960066,20.3403210752007,21.7831597975025,21.2250507683054,21.3020894333102,22.6334430553522,23.7558403025764,22.8043368624209
"P12367|KAP2_MOUSE",15.7741939721377,12.3654885984767,15.2664711728484,15.4224325894276,13.8013739139506,17.4780836360165,13.5576928440667,15.4178398925673,15.5932398419823,15.4143785314258,14.3315768889125,12.9367656965047
"P12382|PFKAL_MOUSE",19.777635879851,20.7026110972886,18.3713333898627,19.6305883321121,19.129196468748,19.2633260589276,19.0134174137015,20.9448463667677,19.0213457407734,20.616200080928,18.8507856789427,18.9989406383002
"P12787|COX5A_MOUSE",23.1446629100567,22.8872812392595,22.4215803817211,22.1248452966875,23.0083838244028,21.9010565377027,22.9662772210413,23.4668548963865,22.8401812916401,22.5857265892454,22.7927738148953,23.2175603230756
"P12791|CP2BA_MOUSE",15.5905313221699,16.7910813428389,17.0909778597813,15.7686384561297,17.1300040836045,15.8049732047335,17.1353772276594,15.9207475791278,16.9322166439354,17.1295245193378,15.9664589925561,16.4882616164225
"P12815|PDCD6_MOUSE",11.4743524332285,12.8012557383315,13.8245088223193,13.4182509674513,13.0319041374468,14.6931722048195,12.3220583824,12.4403416312073,12.1635609984864,13.3099369990988,11.1101185117641,12.8771417169238
"P12970|RL7A_MOUSE",18.6045651009186,18.9135604743148,18.1828307740281,19.0152898130064,18.7247193420588,17.6776446369443,18.8355805073976,18.2847463978732,19.1163140063208,18.1373002822266,18.7003653096482,19.1102602674032
"P13020|GELS_MOUSE",22.5508631308534,21.3787440192435,21.1528714270136,19.1161241081434,19.243520489601,18.4079274432045,17.661559339231,18.6676807012495,17.7659121038294,18.4141954191336,20.2926049542699,20.3312197340503
"P13412|TNNI2_MOUSE",18.6171872042047,20.251843196449,21.3575058286347,20.0878282237139,19.7456381209455,21.8777853192894,20.3199742602943,20.6347408701978,20.0114982213052,21.3591694861815,18.9550134292639,19.827103399332
"P13516|ACOD1_MOUSE",16.8934829703994,17.186569460289,17.7877427922656,18.8119141857607,18.0859536161585,17.3782793591865,17.6850101043729,19.2376574185415,17.8540295047633,18.9357768840251,18.3136652485481,18.2219070931199
"P13541|MYH3_MOUSE",20.5501262743071,19.9951500638916,21.7277025847688,21.1514309657193,19.3226498342031,23.7481441112827,20.7717686396747,20.1546452016959,18.8393029908881,21.8421238762708,20.4449411657311,20.0142732021304
"P13542|MYH8_MOUSE",16.7715353138529,16.5081212780278,15.5900858321644,16.8730055802037,16.8127305969211,17.7504070913536,18.3966591287172,16.8954961165782,17.8426632715564,16.5316996042717,17.5635362261794,15.944495109804
"P13634|CAH1_MOUSE",17.2879923253932,18.2369324065063,17.587417442116,19.8003051091368,20.1585677786086,20.4168608073793,18.5708178502917,17.8843197186929,18.4389391483281,18.4578924750109,20.1925485580501,19.8516258352294
"P13707|GPDA_MOUSE",22.6334693304094,21.7134117722171,22.7941804385289,24.0309910349626,23.4679133370442,19.5019944658446,23.0810793113144,23.3969501667345,22.9886994203288,23.2965645035132,23.5900823864208,23.9868468394442
"P13864|DNMT1_MOUSE",15.551194252007,13.9550720055103,13.1557482841485,15.3361973528341,14.8731406032303,13.0176321014585,14.5840531331521,14.5278409938353,16.3783116226731,12.3301240180951,15.4889614916508,15.2692205711066
"P14069|S10A6_MOUSE",19.3149440764673,18.6844391467843,18.5515142903198,18.3205029676283,19.2666497628864,16.2154078657016,18.3015263371484,18.2096163773795,17.5276352961368,17.8654960518163,18.1757658918906,19.5195016925907
"P14094|AT1B1_MOUSE",16.0010476955189,16.5972577810101,16.5825324087538,16.008378722168,15.9742131308406,17.3076356622085,16.0202432812534,16.2244496196617,16.7388521297982,16.5556127753371,15.1490405212167,16.012449515933
"P14106|C1QB_MOUSE",13.2925245334758,14.1451525711258,13.5505734111121,13.9016769646024,13.6645952798677,13.7658548171053,14.0641245027993,14.411078617859,13.3649143533951,14.0603609693953,14.6121850475138,13.945311504008
"P14115|RL27A_MOUSE",18.5298045552233,18.3899174772143,20.2930429707339,19.0051579529408,19.3119960396829,16.7076318496555,18.2298721494264,18.800207423102,17.583228901747,20.2030958400822,18.9191805792108,18.9506668662545
"P14131|RS16_MOUSE",18.6696515307958,19.0200723281195,18.5520442516148,19.0074155128993,18.7235286317539,23.4150134215068,18.8804978056027,18.0339660179173,19.0292181968459,19.1604818051842,18.620964353641,18.0411820312289
"P14142|GLUT4_MOUSE",17.1755052064179,18.9612975214779,15.5317413582869,18.190024924638,17.0180244179054,17.3673759291497,18.2292835466154,16.8570304884189,17.3378028024066,18.5804180908563,16.7562390041738,17.413089148024
"P14148|RL7_MOUSE",19.4306173201799,19.8342404255194,19.5645136688297,21.0954992725703,19.1733980165137,19.8202776119436,19.2721410924151,18.6718620245727,19.2817319777572,20.0483053975289,19.3303412656813,19.4506958923774
"P14152|MDHC_MOUSE",21.7908603288662,22.1608750006471,21.0116101419807,22.0406611269948,22.2807485438285,20.6327480893302,21.6973186430681,21.6181912301798,21.6854309878246,21.3776602431803,22.1952672133444,21.1375314159393
"P14206|RSSA_MOUSE",18.8541498876254,18.9810830246557,18.7681880731734,19.2722534266161,18.4340077790234,17.1373129919154,18.8926835349253,18.9008293748595,18.1955471504851,18.107908194587,19.6466291261628,18.8030850121834
"P14211|CALR_MOUSE",21.4386085238796,21.0551152535058,20.3274990288253,20.6766559652655,19.3142592812341,19.6465291787038,21.1479026745208,20.8803532926537,21.1068809740491,20.6072603195226,21.2929631268748,20.7575374827047
"P14231|AT1B2_MOUSE",12.8539419800553,13.3671268114774,13.304913258588,15.7407258295264,11.9040462855276,12.8063922944009,13.2431573806624,9.62206225515687,13.505795554204,10.1037386635374,10.219962652762,13.813186558108
"P14483|HB2A_MOUSE",14.7665483190108,15.9416035073643,14.9981563572184,14.3080410452951,13.6791426981351,13.7500074486737,12.2442518821613,14.8838577581592,15.1728927309074,15.0439422671509,13.6818779058284,14.7339493910248
"P14576|SRP54_MOUSE",16.1919207253426,14.4578379978329,11.9602259597088,16.4202196355923,14.0859169671645,15.0108331515364,15.5047211828989,12.5138911480379,15.4101688601131,15.4647027229422,14.5641622945621,15.7649608495484
"P14602|HSPB1_MOUSE",18.8592558038318,19.4979823913283,19.3963905065279,19.1112304418158,19.6605561146004,21.107580746083,20.1028030716215,20.2346537343098,19.6285489553023,19.5899893847944,20.0450617161775,19.967638674331
"P14685|PSMD3_MOUSE",15.7613794814686,16.9980766403796,16.0335432354537,16.1986969155532,19.0260132911669,14.9872270558642,15.2373619765864,17.0498030391899,17.8760658539925,17.3002515552687,16.8219305228271,18.3331033627249
"P14733|LMNB1_MOUSE",20.0604612308696,20.5050511968928,18.4677010643365,23.5169803995711,23.6787767757693,18.253678270774,20.8366481581883,17.847549712936,20.3005161198959,20.2619687518159,24.2449816131023,20.4446743090498
"P14824|ANXA6_MOUSE",21.3686069021238,20.8052963450114,21.2555310449973,21.8554908347762,21.0173633701019,23.2384824414999,21.712583043967,21.0704013830059,20.4648015798008,21.0740880078951,21.5543539408446,21.4448842101245
"P14869|RLA0_MOUSE",18.3276661395793,18.5290521844804,17.8517709978496,19.1550180575531,19.1684740532011,17.2337298555403,18.3754828215067,17.9765249678542,18.7856012511842,19.2944803025565,18.3699314351645,18.8157326437086
"P15089|CBPA3_MOUSE",15.492689260176,14.9668460330101,13.5135189969708,15.7266660576795,14.9529304884124,16.8577569533685,11.6265778507055,13.8894593775898,15.9330718819553,13.8402947483141,15.0653827681811,16.0038178567888
"P15105|GLNA_MOUSE",19.8530726000918,20.4596301292438,20.1506126524568,20.1941070837467,21.0917588376056,18.3676614817834,21.0116962603944,21.10244235969,20.9905120247275,21.6390844372201,21.3555089148271,21.0696067748027
"P15116|CADH2_MOUSE",14.7667925573161,13.3422199860859,12.9042941144891,13.1223797516427,12.2157566365438,11.6588923169891,12.0496714341525,12.356905285995,12.4551463583078,10.9172098977129,12.4852035775963,12.1112397922744
"P15327|PMGE_MOUSE",17.9174194008138,17.8280286053769,16.9513824624417,18.7270236751233,18.2409245293904,16.8827813041957,16.6041790713018,18.1354869536752,17.2753283037476,17.4100576804251,18.17937351834,17.66613272171
"P15331|PERI_MOUSE",15.8115856732356,16.2677775407735,16.1044400696764,16.1460495271432,15.0630025002217,16.3361481602529,16.4969242880091,16.4569371834086,12.528590608459,16.1607910532742,14.5408233004179,15.8440135224873
"P15508|SPTB1_MOUSE",16.6217937635963,18.0254564582893,17.9517425431559,16.1931127674201,16.1728805261103,15.5975524149553,16.6848546164861,16.8895492370496,16.5764655984892,16.0171076576215,15.1357647085743,16.5371651540606
"P15532|NDKA_MOUSE",18.6343059972481,16.8814206250805,16.9739321281554,17.2239487105761,17.6925606095909,16.3638767146374,18.4181149055715,15.6886576490287,15.813556253518,17.2037213621355,15.9638611081761,17.1417554173821
"P15626|GSTM2_MOUSE",18.2577939670901,19.4616209280604,18.2831857276729,18.4441390924323,17.8876988716694,17.870494523544,21.3576247556398,19.0013499136141,18.6623313170006,20.2669478898154,19.0001871049907,17.6396537909464
"P15864|H12_MOUSE",18.0920003780687,18.6447368947402,18.5171821748751,17.9621254602587,18.5577400291358,14.6334056095755,17.4459884043765,17.5816515007915,17.6822402404877,19.6195461081149,17.5140340096736,18.1046377564155
"P15920|VPP2_MOUSE",18.7400074631142,15.6733783705247,14.2842082762112,14.5748851114737,15.160226882926,15.0023616414395,14.7647815231265,15.1100131420275,14.8912416416153,15.3467026797696,18.5537790419451,16.8525434076636
